hire_date,emp_no,last_name,first_name,gender,birth_date
7/20/1986,226614,Fargier,Valery,M,3/16/1954
7/20/1986,420117,Rahimi,Xiahua,M,2/1/1964
7/20/1986,255704,Brookner,Augustine,M,5/31/1960
7/20/1986,40310,Marletta,Chaoyi,M,1/23/1956
7/20/1986,40269,Ghazalie,Toshiki,F,1/10/1965
7/20/1986,482352,Jeansoulin,Bader,M,12/10/1959
7/20/1986,51686,Rosay,Luigi,F,4/27/1952
7/20/1986,478940,Rabejac,Nakhoon,M,9/21/1959
7/20/1986,209103,Noriega,Radoslaw,M,3/13/1957
7/20/1986,228246,Aloisi,Bartek,F,6/19/1954
7/20/1986,216489,Casley,Fei,M,8/25/1963
7/20/1986,437419,Ishibashi,Navid,M,3/26/1953
7/20/1986,467350,Awdeh,Hongzue,F,9/5/1964
7/21/1986,425713,Orlowski,Ymte,M,12/15/1955
7/21/1986,230899,Melichar,Krister,M,1/27/1957
7/21/1986,469837,Ebeling,Mingdong,M,4/23/1962
7/21/1986,449254,Baig,Luisa,F,4/13/1963
7/21/1986,35095,Choobineh,Breannda,M,11/2/1963
7/21/1986,464066,Porenta,Martijn,M,5/29/1959
7/21/1986,460277,Flasterstein,Billie,M,1/15/1956
7/21/1986,434427,Bridgland,Ohad,F,3/9/1962
7/21/1986,44193,Billingsley,Fatemeh,F,4/15/1955
7/21/1986,217440,Kavanagh,Nathan,M,8/29/1960
7/21/1986,258842,Heiserman,Syozo,M,2/24/1955
7/21/1986,59581,Swab,Mani,F,9/7/1954
7/21/1986,485499,Percebois,Cristinel,M,11/3/1963
7/21/1986,226570,Dehkordi,Gaetan,M,2/16/1957
7/21/1986,453062,Setia,Mariangiola,M,10/23/1961
7/21/1986,468174,Malinowski,Mechthild,M,4/1/1961
7/21/1986,254694,Chinen,Jaques,F,3/30/1955
7/21/1986,105915,Pearson,Marsal,M,8/5/1954
7/21/1986,294080,Iwayama,Chenxi,M,1/18/1955
7/21/1986,453853,Schauser,Danel,M,12/3/1963
7/21/1986,48279,Lund,Ramzi,M,1/3/1962
7/21/1986,265575,Engelmann,Chikara,F,2/4/1964
7/21/1986,496774,Coors,Chinhyun,M,9/8/1961
7/21/1986,442517,Merli,Supot,M,1/26/1964
7/21/1986,262325,Luit,Zejun,F,9/7/1954
7/21/1986,276273,Kushnir,Anyuan,F,12/15/1954
7/21/1986,467443,Ramamoorthy,Xiadong,F,6/17/1955
7/21/1986,468277,Wilharm,Hidekazu,F,10/9/1957
7/21/1986,41367,Kuszyk,Chandrasekaran,M,10/22/1957
7/21/1986,33716,Beutelspacher,Ghassan,F,9/8/1959
7/21/1986,445485,Swiler,Nevin,F,9/21/1955
7/21/1986,418434,Vasanthakumar,Toshimo,F,9/3/1954
7/21/1986,225667,Demizu,Kazuyasu,M,4/20/1963
7/21/1986,465503,Chleq,Marsal,M,2/12/1958
7/21/1986,455656,Anily,Rimli,M,10/11/1960
7/21/1986,288780,Fioravanti,Collette,M,11/24/1956
7/21/1986,16286,Stille,Gritta,F,8/27/1961
7/21/1986,201730,Randi,Adit,F,3/2/1963
7/21/1986,447782,Ramsak,Tommaso,F,10/19/1963
7/21/1986,55726,Krohm,Vitali,M,2/11/1952
7/21/1986,80035,Sevcikova,Val,F,10/2/1964
7/21/1986,478314,Garnick,Rutger,F,9/6/1962
7/21/1986,216277,Ramsak,Candida,M,3/26/1958
7/21/1986,422256,Dulay,Piyush,M,3/7/1959
7/21/1986,288836,Dengi,Mamdouh,M,9/12/1964
7/21/1986,209216,Jeong,Tru,M,5/29/1960
7/21/1986,24048,Comyn,Fun,M,8/10/1961
7/21/1986,226765,Luby,Ayakannu,M,9/11/1955
7/21/1986,66716,Kermarrec,Elgin,M,3/8/1955
7/21/1986,218326,Puppo,Margo,F,1/14/1963
7/21/1986,92207,Orsini,Paddy,F,4/16/1964
7/21/1986,437822,Peron,Tokuyasu,F,9/19/1960
7/21/1986,449394,Matteis,Kazuhiro,F,12/17/1957
7/21/1986,101789,Perl,Spyrose,M,1/9/1957
7/21/1986,52557,Kalsbeek,Aruna,M,7/15/1952
7/21/1986,264007,Vrecion,Xinyu,F,4/26/1959
7/21/1986,293273,Lemarechal,Sasan,M,4/29/1964
7/21/1986,16391,Syrzycki,Hidekazu,M,10/31/1963
7/21/1986,49202,Chiola,Zhaofang,M,5/6/1953
7/21/1986,229235,Iivonen,Khue,M,7/30/1957
7/21/1986,46911,Beetstra,Conal,M,10/15/1962
7/21/1986,76092,Sevcikova,Manohar,M,8/20/1955
7/21/1986,21818,Cesareni,Tran,M,6/4/1959
7/21/1986,250630,Rassart,Stafford,M,7/31/1962
7/21/1986,244036,Eiter,Debaprosad,M,1/6/1960
7/21/1986,202691,Kenevan,Mohit,F,10/30/1955
7/21/1986,221913,Ranze,Sadun,M,4/9/1964
7/21/1986,289230,Monarch,Hsiangchu,M,11/29/1956
7/21/1986,252965,Emmerich,Shan,F,6/29/1954
7/21/1986,220772,Ranka,Ingmar,M,7/19/1952
7/21/1986,414363,Douceur,Vesna,M,6/22/1956
7/21/1986,287508,Wissmann,Anneke,F,9/7/1964
7/21/1986,413628,Begiun,Subbu,M,10/26/1960
7/21/1986,278244,Hebden,Etsuo,M,10/6/1958
7/21/1986,255144,Perelgut,Pranjal,F,12/18/1953
7/21/1986,205014,Weedman,Mabhin,M,12/28/1964
7/21/1986,71419,Awdeh,Toney,F,8/1/1963
7/21/1986,78570,Harbusch,Phuoc,M,6/21/1953
7/21/1986,230749,Erev,Aram,M,5/31/1959
7/21/1986,428836,Hennings,Weiru,M,11/26/1954
7/21/1986,66019,Rosis,Surveyors,F,6/21/1952
7/21/1986,237834,Taneja,Eldridge,F,12/10/1962
7/21/1986,277428,Provine,Boriana,F,7/1/1959
7/21/1986,221999,Camurati,Gaetan,M,4/23/1964
7/21/1986,56838,Veevers,Xinan,F,6/21/1964
7/21/1986,57071,Stenning,Wilmer,M,2/24/1952
7/21/1986,261764,Viele,Kenton,F,5/30/1955
7/21/1986,54887,Vandervoorde,Shooichi,M,6/8/1962
7/21/1986,454681,Eugenio,Leen,M,10/26/1954
7/21/1986,424442,Skafidas,Mohd,M,3/21/1963
7/21/1986,87897,Suwa,Tzu,F,12/16/1952
7/21/1986,405298,Wendorf,Akhilish,M,11/27/1963
7/21/1986,231111,Rosiles,Shirish,M,1/24/1953
7/21/1986,487249,Riesenhuber,Raimond,F,2/3/1963
7/21/1986,438884,Bondorf,Terresa,F,12/5/1961
7/21/1986,54134,Nilsson,Venkatesan,M,5/2/1955
7/21/1986,259457,Garnier,Alper,M,11/9/1953
7/21/1986,106697,Jiafu,Bernd,M,2/16/1960
7/21/1986,17296,Molenaar,Lokesh,M,3/7/1957
7/21/1986,266044,Gunderson,Sibyl,M,4/12/1954
7/21/1986,73102,Schurmann,Chenyi,F,11/14/1963
7/21/1986,29952,Kusakari,Jianhao,M,10/7/1953
7/21/1986,419898,Merkl,Zhanqiu,M,10/7/1955
7/21/1986,108519,Ballarin,Stella,F,11/23/1963
7/21/1986,270127,Templeman,Aris,M,10/8/1962
7/22/1986,63367,Bondorf,Hatim,F,12/30/1954
7/22/1986,219413,Improta,Shigehito,F,2/22/1958
7/22/1986,75437,Meriste,Inderjeet,M,1/23/1954
7/22/1986,457640,Cappello,Werner,F,3/19/1956
7/22/1986,411710,Garnier,Mads,M,6/20/1960
7/22/1986,219977,Escriba,Honglan,F,7/6/1952
7/22/1986,73755,Dulay,Kannan,M,12/29/1954
7/22/1986,261118,Sridhar,KayLiang,F,5/11/1963
7/22/1986,438697,Perng,Aiichiro,F,9/27/1964
7/22/1986,18393,Aseltine,Wuxu,M,7/15/1953
7/22/1986,468291,Avouris,Mohit,M,11/27/1952
7/22/1986,438662,Busillo,Pramod,F,5/25/1952
7/22/1986,447601,Jahnichen,Radoslaw,F,11/22/1963
7/22/1986,264397,Homond,Samphel,M,6/27/1954
7/22/1986,39389,Wroclawski,Mary,M,8/2/1963
7/22/1986,238632,Baba,Leon,F,2/9/1957
7/22/1986,53090,Furedi,Kazuhisa,M,8/16/1955
7/22/1986,427721,Dengi,Sreenivas,M,5/13/1964
7/22/1986,81329,Gire,Divine,F,9/13/1953
7/22/1986,420352,Krohn,Matk,M,4/5/1954
7/22/1986,258858,Barinka,Neelam,M,1/22/1960
7/22/1986,91745,Naudin,Larisa,F,3/1/1960
7/22/1986,467728,Rodiger,Chaosheng,M,9/13/1952
7/22/1986,209885,Brendel,Chenxi,M,8/9/1953
7/22/1986,480318,Zastre,Temple,M,3/7/1959
7/22/1986,440592,Linares,Kiam,F,10/7/1958
7/22/1986,410142,Randt,Toshiko,M,12/19/1962
7/22/1986,467554,Zockler,Shalesh,F,10/31/1955
7/22/1986,80971,Rijckaert,Mountaz,M,7/4/1952
7/22/1986,95791,Yeung,Izaskun,M,12/7/1963
7/22/1986,290948,Anandan,Zorica,M,4/20/1959
7/22/1986,409872,Swift,Weiru,M,5/14/1957
7/22/1986,211931,Maksimenko,Sailaja,F,6/10/1952
7/22/1986,283171,Blokdijk,Kiyokazu,F,10/24/1959
7/22/1986,458125,Versino,Joydip,M,11/11/1961
7/22/1986,491479,Koblick,Lein,F,8/31/1964
7/22/1986,75873,Merro,Mani,F,8/27/1963
7/22/1986,87888,Makrucki,Percy,M,10/15/1964
7/22/1986,211925,Rodiger,Christophe,F,12/22/1954
7/22/1986,431834,Delgrange,Martins,F,7/20/1953
7/22/1986,294370,Kruskal,Aron,M,12/5/1963
7/22/1986,257097,Zielinski,Sudharsan,M,10/9/1955
7/22/1986,235246,Rahimi,Bedrich,M,1/31/1961
7/22/1986,239898,Hooghiemstra,Elrique,M,11/30/1957
7/22/1986,61575,Strooper,Kazuhito,M,9/3/1962
7/22/1986,233342,Narahari,Rafols,M,10/24/1958
7/22/1986,471183,Trumbly,Remco,M,5/30/1953
7/22/1986,436842,Krzyzanowski,Tomofumi,M,2/17/1952
7/22/1986,497734,Kobara,Duke,F,12/6/1952
7/22/1986,430294,Rouquie,Navid,F,12/22/1957
7/22/1986,455055,Malabarba,Val,F,11/4/1962
7/22/1986,200005,Sherertz,Geoffry,M,12/24/1961
7/22/1986,463910,Aloia,Kristine,F,7/20/1955
7/22/1986,480641,Ranta,Marsja,F,5/17/1956
7/22/1986,255357,Clouatre,Siddarth,M,3/7/1953
7/22/1986,428314,Plotkin,Mario,M,5/29/1952
7/22/1986,88584,Rikino,Sakthirel,M,5/25/1955
7/22/1986,224680,Liedekerke,Beshir,M,4/6/1955
7/22/1986,254998,Yurov,Erzsebet,F,7/3/1962
7/22/1986,212047,Itzfeldt,Matk,M,3/21/1962
7/22/1986,476399,Slutz,Nakhoon,M,5/24/1957
7/22/1986,107498,Hoogerwoord,Sungwon,F,1/25/1962
7/22/1986,24110,Baar,Lucien,F,2/19/1953
7/22/1986,79353,Marquardt,Aiman,F,2/29/1960
7/22/1986,225078,Krzyzanowski,Miomir,M,9/29/1960
7/22/1986,90122,Halevi,Taisook,F,10/9/1952
7/22/1986,70985,Erie,Emran,M,1/13/1959
7/22/1986,416278,Nyrup,DAIDA,F,8/1/1964
7/22/1986,98583,Stanger,Panayotis,F,2/8/1960
7/22/1986,450486,Schwartzburd,Jaewoo,M,10/6/1953
7/22/1986,25001,Schaap,Maris,M,3/5/1959
7/22/1986,58364,Wuwongse,Dmitry,M,2/26/1954
7/22/1986,10302,Baer,Faiza,F,10/11/1954
7/22/1986,252723,Kalsbeek,Kristine,F,10/19/1957
7/22/1986,434984,Garnick,Geraldo,F,2/21/1953
7/22/1986,287185,Cummings,Howell,F,5/10/1960
7/22/1986,427175,Moehrke,Surveyors,M,1/9/1960
7/22/1986,42586,Matheson,Jeane,F,8/18/1963
7/22/1986,60764,Stamatiou,Taizo,F,10/13/1955
7/22/1986,25888,Bultermann,Spyrose,F,1/29/1958
7/22/1986,226942,Rattan,Satoru,F,12/25/1954
7/22/1986,89219,Eugenio,Elrique,M,1/20/1964
7/22/1986,464342,Peac,Lansing,F,2/6/1956
7/22/1986,10952,Bharadwaj,Inderjeet,M,8/26/1958
7/22/1986,417010,Famili,Munehiro,M,1/24/1958
7/22/1986,243613,Parveen,Gudjon,M,4/22/1952
7/22/1986,487627,Neimat,Yuichiro,F,10/26/1959
7/22/1986,227672,Ermel,Georg,M,9/10/1961
7/22/1986,433903,Zhiwei,Susuma,M,2/3/1960
7/22/1986,474362,Malabarba,Elgin,M,8/12/1960
7/22/1986,474128,Sidou,Narain,F,4/2/1962
7/22/1986,293914,Garrabrants,Jungsoon,M,12/30/1953
7/22/1986,54470,Bhattacharjee,Piyush,F,7/2/1952
7/23/1986,434188,Schusler,Kristen,F,3/24/1961
7/23/1986,51691,Lagarias,Fumiya,F,7/26/1955
7/23/1986,432693,Matzat,Zhaofang,F,6/4/1955
7/23/1986,462309,Kadhim,Jessie,M,7/4/1960
7/23/1986,27106,Stenning,Sampalli,F,12/14/1962
7/23/1986,219843,Langford,Mariusz,M,9/9/1960
7/23/1986,24589,Borstler,Saniya,F,4/26/1963
7/23/1986,32126,Coors,Barun,M,4/1/1962
7/23/1986,299333,Schaad,Bouchung,M,7/25/1961
7/23/1986,492930,Boreale,Berni,F,2/16/1958
7/23/1986,277354,Erdi,Gao,F,3/22/1961
7/23/1986,107767,Gini,Franziska,M,7/29/1959
7/23/1986,228457,Walston,Goa,F,1/1/1959
7/23/1986,271701,Poehlman,Shooichi,M,4/5/1958
7/23/1986,84630,Sifakis,Vincent,F,1/26/1963
7/23/1986,262645,Ranum,Martins,F,5/9/1955
7/23/1986,214256,Penn,Moty,M,9/10/1962
7/23/1986,207000,Chenney,Feiyu,F,4/22/1956
7/23/1986,30669,Rosiles,Toshimi,M,6/28/1964
7/23/1986,58592,Roisin,Rasiah,M,1/17/1964
7/23/1986,84865,Gammage,Gennady,F,9/17/1956
7/23/1986,201744,Encarnacion,Constantine,F,12/28/1963
7/23/1986,248599,Luit,Chinhyun,M,7/1/1953
7/23/1986,24873,Nooteboom,Xinglin,F,3/30/1956
7/23/1986,496419,Bolotov,Sigeru,M,2/4/1964
7/23/1986,464845,Hooghiemstra,Toong,M,3/13/1955
7/23/1986,252036,Iwayama,Tse,F,10/7/1958
7/23/1986,235800,Belinskaya,Huan,M,8/7/1952
7/23/1986,202615,Papsdorf,Chikara,M,6/10/1964
7/23/1986,213461,Mapelli,Mori,M,10/24/1959
7/23/1986,18213,Larfeldt,Mabhin,M,7/31/1961
7/23/1986,465204,Schaaf,Ebbe,M,2/27/1956
7/23/1986,437628,Chiola,Aloke,F,5/14/1954
7/23/1986,292458,Armand,Akeno,M,11/28/1955
7/23/1986,62073,Edelhoff,Elvis,M,10/21/1963
7/23/1986,85941,Lunt,Sampalli,M,11/7/1954
7/23/1986,256798,Felcyn,Tooru,F,11/12/1957
7/23/1986,66673,Nations,Huiqun,M,9/9/1962
7/23/1986,30801,Peac,Mihalis,F,9/16/1958
7/23/1986,468814,Gluchowski,Anyuan,F,2/15/1959
7/23/1986,496299,Luft,Richard,M,5/3/1956
7/23/1986,275229,Gewali,Berna,M,9/10/1952
7/23/1986,229986,Matzat,Serap,M,2/22/1961
7/23/1986,484985,Gide,Fei,M,1/23/1953
7/23/1986,459677,Pagter,Vugranam,M,2/5/1952
7/23/1986,282512,Ramsey,Peer,F,1/11/1962
7/23/1986,17470,Lichtner,Genevieve,M,8/11/1953
7/23/1986,204383,Servieres,Taiji,M,10/26/1958
7/23/1986,278519,Reinhart,Akhilish,M,2/1/1955
7/23/1986,44863,Rousseau,Wayne,M,5/11/1956
7/23/1986,85921,Puoti,Shin,F,7/7/1953
7/23/1986,413240,Vilarrasa,Yuguang,F,1/3/1960
7/23/1986,220060,Slaats,Neelam,F,2/3/1952
7/23/1986,65324,Serov,Hiroyasu,M,9/12/1962
7/23/1986,63264,Coney,Yonghong,F,12/25/1964
7/23/1986,263368,Portugali,Claudi,M,2/9/1961
7/23/1986,294043,Pesch,Akemi,M,10/4/1961
7/23/1986,285955,Coors,Paraskevi,M,2/21/1962
7/23/1986,288332,Douceur,Sibyl,F,12/16/1953
7/23/1986,206252,Swick,Mohd,M,2/13/1964
7/23/1986,91014,Rossi,Hironobu,M,1/6/1957
7/23/1986,289040,Vidal,Werner,M,11/1/1958
7/23/1986,97104,Ashish,Chiranjit,F,6/1/1954
7/23/1986,491424,Baumann,Hitomi,F,11/15/1956
7/23/1986,244677,Ruther,Gift,M,5/20/1954
7/23/1986,91088,Brender,Xuedong,M,10/12/1961
7/23/1986,49107,Jenevein,Manton,F,2/17/1957
7/23/1986,468692,Spinelli,Jeong,M,5/21/1962
7/23/1986,449275,Matzen,Cedric,M,5/24/1953
7/23/1986,456415,Tagansky,Dinkar,M,12/10/1952
7/23/1986,58394,Auria,Shaw,F,3/10/1962
7/23/1986,254571,Radhakrishnan,Weidon,M,11/8/1960
7/23/1986,257653,Docker,Dekang,M,2/28/1959
7/23/1986,36250,Gomatam,Augustine,M,1/12/1958
7/23/1986,447489,Stassinopoulos,Pranay,M,11/15/1952
7/23/1986,238673,Ressouche,Shen,M,3/3/1955
7/23/1986,443732,Dredge,Gopalakrishnan,F,5/16/1960
7/23/1986,283190,Murtha,Sreekrishna,F,7/26/1959
7/23/1986,411944,Frezza,Cathie,F,9/24/1963
7/23/1986,408620,Masamoto,Kwun,M,12/24/1959
7/23/1986,426795,Lunn,Huican,M,1/7/1965
7/23/1986,12695,Crelier,Lubomir,M,1/9/1957
7/23/1986,473078,Bernatsky,Feiyu,M,3/23/1954
7/23/1986,41342,Cooman,Munenori,F,10/21/1961
7/23/1986,491846,Merks,Basant,F,11/26/1964
7/23/1986,235324,Lorie,DAIDA,F,4/18/1956
7/23/1986,60576,Aloisi,Atreyi,M,4/3/1961
7/23/1986,465715,Rouquie,Satoru,M,6/13/1960
7/23/1986,255936,Karnin,Yishai,M,8/5/1959
7/23/1986,293095,Sankaranarayanan,Shietung,F,5/6/1959
7/23/1986,37659,Armand,Florina,F,2/18/1953
7/23/1986,253393,Ghazalie,Pranas,M,8/6/1962
7/23/1986,39406,Giaccio,Giordano,M,5/8/1955
7/23/1986,249280,Landherr,Yaghout,F,12/30/1956
7/23/1986,490264,Meriste,Hilary,M,4/29/1955
7/23/1986,413566,Massonet,Teunis,M,9/6/1955
7/23/1986,228130,Woycyznski,Eben,F,9/25/1953
7/23/1986,457134,Schaad,Limsoon,M,1/14/1961
7/23/1986,465033,Yetim,Yuriy,F,4/20/1954
7/24/1986,28482,Papastamatiou,Dietrich,F,1/13/1958
7/24/1986,23303,Demke,Zengping,M,9/22/1956
7/24/1986,42183,Mitsuhashi,Uma,F,11/7/1958
7/24/1986,298735,Gischer,Mamdouh,M,2/2/1952
7/24/1986,267920,Shokrollahi,Sivanarayana,M,8/21/1961
7/24/1986,408910,Nitta,Demin,F,3/25/1957
7/24/1986,30012,Melski,Lokesh,F,6/9/1957
7/24/1986,436947,Keohane,Mario,M,7/7/1960
7/24/1986,211653,Talmon,Sachar,M,10/4/1957
7/24/1986,474287,Polajnar,Gad,F,9/19/1960
7/24/1986,74916,Kawashima,Nevin,F,2/10/1964
7/24/1986,63360,Ghazalie,Georgy,M,6/1/1960
7/24/1986,269702,Compeau,Pranay,M,9/12/1964
7/24/1986,75974,Schaaf,Kristine,M,6/26/1960
7/24/1986,276062,Constantine,Genta,M,7/10/1962
7/24/1986,475398,Auyong,Valdiodio,M,12/17/1959
7/24/1986,407504,Levasseur,Shigehiro,M,9/5/1955
7/24/1986,409795,Callaway,Gift,M,5/9/1954
7/24/1986,262725,Schiettecatte,Miyeon,M,3/26/1955
7/24/1986,42071,Felder,Akemi,M,10/14/1961
7/24/1986,95966,Kroon,Gennadi,M,2/17/1957
7/24/1986,276386,Taneja,Paddy,M,4/16/1957
7/24/1986,431272,Vesel,Rasiah,M,9/3/1952
7/24/1986,14314,Fujisaki,Baziley,F,1/9/1958
7/24/1986,216361,Feldhoffer,Akeel,F,11/9/1957
7/24/1986,461604,Rodier,Temple,M,4/21/1957
7/24/1986,100603,Emmart,Douadi,M,10/10/1961
7/24/1986,252485,Spinelli,Ute,M,8/26/1963
7/24/1986,407240,Bach,Khue,F,11/21/1953
7/24/1986,36040,Siprelle,Amalendu,F,7/3/1958
7/24/1986,276520,Bernatsky,Nevin,M,10/6/1961
7/24/1986,478405,Speek,Hitofumi,M,7/16/1962
7/24/1986,258083,Lueh,Dulce,M,5/8/1956
7/24/1986,232032,Alameldin,Alain,M,4/28/1963
7/24/1986,482823,Sidhu,Henk,M,6/19/1953
7/24/1986,81004,Perna,Ottavia,M,6/30/1964
7/24/1986,297467,Zyda,Ishfaq,M,7/3/1959
7/24/1986,417929,Binding,Eric,M,12/4/1959
7/24/1986,47653,Sluis,Georgi,F,1/5/1958
7/24/1986,209969,Buchter,Giao,F,3/3/1957
7/24/1986,251975,Schwabacher,Danai,M,9/10/1959
7/24/1986,58501,Hasenauer,Zhenhua,M,12/19/1959
7/24/1986,91569,Linnainmaa,Moie,F,8/19/1962
7/24/1986,101086,Breugel,Fumino,F,2/5/1953
7/24/1986,273663,Ananiadou,Bartek,M,7/10/1952
7/24/1986,434778,Botman,Luise,M,2/27/1958
7/24/1986,499442,Garrabrants,Mara,F,10/1/1956
7/24/1986,494651,Schwabacher,Christfried,M,10/12/1958
7/24/1986,43229,Broomell,Uzi,F,10/31/1954
7/24/1986,230939,Matzen,Peternela,F,7/12/1953
7/24/1986,242773,Narwekar,Dante,M,10/7/1959
7/24/1986,412213,Gide,Taiji,M,3/19/1963
7/24/1986,52464,Walstra,Dietrich,F,10/19/1956
7/24/1986,248755,Ranka,Kyoichi,F,3/18/1954
7/24/1986,298131,Vecchi,Shen,M,12/28/1958
7/24/1986,246602,Casley,Samphel,F,8/18/1962
7/24/1986,55620,Christianini,Larisa,M,3/8/1960
7/24/1986,483856,Luiz,Radhika,F,3/28/1962
7/24/1986,281413,Monarch,Kersti,F,12/14/1952
7/24/1986,44106,England,Abdelwaheb,M,2/12/1964
7/24/1986,417084,Rusterholz,Vishwani,F,3/6/1964
7/24/1986,26924,Mansanne,Minghong,F,5/29/1960
7/24/1986,469791,Horswill,Aksel,M,9/9/1959
7/24/1986,473901,Lindqvist,Gro,F,11/19/1960
7/24/1986,445898,Birrer,Jaewoo,M,7/12/1957
7/24/1986,487639,Leuchs,Jianhao,M,1/27/1957
7/24/1986,280918,Codenie,Aamod,F,6/17/1952
7/24/1986,292004,Hockney,Angel,M,8/3/1960
7/24/1986,264558,Fordan,Narain,F,3/7/1959
7/24/1986,487452,Muniz,Faiza,F,7/18/1956
7/24/1986,462764,Babb,Radhakrishnan,M,1/10/1960
7/24/1986,242494,Alpin,Nevio,M,1/9/1954
7/24/1986,421484,Masaki,Poornachandra,M,11/8/1954
7/24/1986,220184,Emiris,Mahendra,F,7/26/1955
7/24/1986,474376,Bage,Jovan,M,4/1/1952
7/24/1986,101153,Gill,Manohar,M,10/5/1952
7/24/1986,100882,Silva,Hugh,F,8/30/1963
7/24/1986,220046,Koshino,Laurentiu,M,7/14/1956
7/24/1986,234563,Brobst,DeForest,M,8/23/1959
7/24/1986,291580,Gniady,Nidapan,M,3/12/1952
7/24/1986,411671,Axelband,Pranjal,F,6/10/1960
7/24/1986,405567,Talmon,Xiaoqiu,F,1/20/1964
7/24/1986,233848,Slutz,Sungwon,F,11/7/1962
7/24/1986,100775,Bierman,Fumitake,M,4/17/1957
7/24/1986,279614,Herber,Katsuyuki,M,8/8/1960
7/24/1986,219697,Erman,Hugo,F,6/20/1964
7/24/1986,104103,Eugenio,Menkae,M,7/17/1958
7/24/1986,408212,Potthoff,Tomofumi,F,12/17/1955
7/24/1986,86282,Baak,Martien,M,5/23/1954
7/24/1986,79215,Liedekerke,Guadalupe,M,6/4/1957
7/24/1986,416214,Debuse,Shooichi,M,12/14/1963
7/24/1986,254018,Deville,Premsyl,F,10/18/1958
7/24/1986,417517,Bashian,Shir,M,7/6/1956
7/24/1986,419695,Cullers,Bartek,F,9/19/1959
7/24/1986,12654,Tagansky,Zhaofang,F,2/25/1961
7/25/1986,401366,Matzat,Luise,M,7/6/1959
7/25/1986,272584,Impagliazzo,Lobel,M,8/5/1960
7/25/1986,420700,Olano,Koldo,F,6/20/1964
7/25/1986,446554,Litvinov,Utpal,M,12/30/1955
7/25/1986,498599,Awdeh,Marc,M,11/18/1957
7/25/1986,46548,Schlenzig,Uno,M,12/11/1954
7/25/1986,472497,Plessier,Sajjan,F,5/10/1958
7/25/1986,68044,Aloia,Yahiko,M,3/24/1962
7/25/1986,57806,Bresenham,Gianluca,M,11/9/1963
7/25/1986,92989,Gimbel,Tooru,F,12/19/1959
7/25/1986,19071,Gruenwald,Leah,M,8/11/1959
7/25/1986,74116,Couchot,Adit,M,2/9/1955
7/25/1986,81953,Blokdijk,Leandro,F,6/4/1964
7/25/1986,252276,Impagliazzo,Arun,M,5/14/1964
7/25/1986,270011,Koshino,Maris,M,6/17/1964
7/25/1986,237995,Rassart,Irene,M,3/16/1955
7/25/1986,28032,Gente,Ioana,F,3/1/1960
7/25/1986,30551,Breugel,Souichi,M,2/10/1963
7/25/1986,400810,Chimia,Renny,F,2/11/1957
7/25/1986,55360,Mitzlaff,Aemilian,M,1/16/1964
7/25/1986,232055,Morris,Ute,M,5/14/1958
7/25/1986,46437,Hennings,Yongqiao,M,9/17/1957
7/25/1986,97045,Isaak,Hyuncheol,F,3/26/1955
7/25/1986,246225,Birjandi,Reuven,M,8/25/1952
7/25/1986,248027,Acton,Margo,F,12/7/1957
7/25/1986,214065,Mandell,Valdiodio,M,1/19/1961
7/25/1986,460573,Yeung,Eirik,M,1/5/1964
7/25/1986,12512,Remmele,Zissis,F,1/3/1960
7/25/1986,16376,Smailagic,Mamdouh,F,1/21/1964
7/25/1986,239873,Baaz,Mohd,M,6/4/1953
7/25/1986,261042,Fiebach,Takahira,M,8/24/1958
7/25/1986,225881,Parfitt,Gianluca,M,6/11/1958
7/25/1986,468311,Zeleznik,Sanjiv,M,8/13/1960
7/25/1986,31366,Mitzlaff,Giri,F,7/30/1962
7/25/1986,18267,Kabayashi,Atreye,F,1/5/1956
7/25/1986,17280,Merle,Xuejia,F,7/3/1954
7/25/1986,472669,Lemarechal,Kellyn,F,11/7/1956
7/25/1986,24703,Vecchio,Richard,M,2/1/1964
7/25/1986,219328,Arlazarov,Gro,F,11/30/1957
7/25/1986,293937,Huttel,Alois,M,9/3/1962
7/25/1986,285715,Babu,Sadun,M,9/2/1958
7/25/1986,427792,Acton,Huiqun,F,5/16/1964
7/25/1986,298838,Olano,Alair,M,10/14/1961
7/25/1986,42512,Munro,Moheb,F,9/15/1957
7/25/1986,454582,Greenaway,Rafael,M,2/22/1961
7/25/1986,424259,Bennis,Seongbin,M,12/19/1954
7/25/1986,432318,Krohm,Khedija,M,6/21/1955
7/25/1986,480479,Kobuchi,Zsolt,M,11/12/1957
7/25/1986,420277,Teitelbaum,Jaewon,M,10/26/1957
7/25/1986,437609,Hopewell,Sedat,M,4/9/1958
7/25/1986,25965,Lung,Sumant,M,5/24/1959
7/25/1986,54528,Narwekar,Tomoyuki,M,1/27/1955
7/25/1986,58826,Peral,Emdad,F,8/16/1952
7/25/1986,77786,Vieth,Munehiro,M,7/13/1952
7/25/1986,11090,Hasenauer,Ebbe,M,7/10/1959
7/25/1986,452590,Nilsson,Weiru,F,12/30/1959
7/25/1986,426934,Papsdorf,Yannik,F,6/23/1955
7/25/1986,426335,Vidal,Along,M,1/20/1958
7/25/1986,242749,Chandrasekhar,Tetsurou,M,3/4/1954
7/25/1986,55962,Pleszkun,Mohit,M,10/19/1960
7/25/1986,461891,Stranks,Ranan,M,12/21/1955
7/25/1986,89388,Hasenauer,Divier,F,4/26/1955
